Reference_type,access_date,alternate_title,assessment_id,author,date,edition,externalBibCode,internal_taxon_id,internal_taxon_name,isbnissn,keywords,number,number_of_volumes,pages,place_published,publisher,secondary_author,secondary_title,section,short_title,submission_type,title,type,url,volume,year
Assessment,,"",200717774,Anonymous,"","",,58548,Rana arvalis,No. 82/02 and 42/10,"","","","","","","",Official Gazette of the Republic of Slovenia,"","",Published,"Rules on the inclusion of endangered plant and animal species in the Red List, Annex 6: Red list of Amphibians (Amphibia)",report,"","",2010
Assessment,,"",200717774,"Gollmann, G","","",,58548,Rana arvalis,"","","","",37–60,Wien,Böhlau Verlag,K.P. Zulka,"Rote Listen gefährdeter Tiere Österreichs. Checklisten, Gefährdungsanalysen, Handlungsbedarf. Teil 2: Kriechtiere, Lurche, Fische, Nachtfalter, Weichtiere. (Grüne Reihe des Lebensministeriums 14/2)","","",Published,Rote Liste der in Österreich gefährdeten Lurche (Amphibia) und Kriechtiere (Reptilia),book section,"","",2007
Assessment,,"",200717774,"Kostanjšek, R., Turk, M., Vek, M., Gutiérrez-Aguirre, I. and Gunde-Cimerman, N","","",,58548,Rana arvalis,"","",1,"",162-166,"","","",Salamandra,"","",Published,"First screening for <i>Batrachochytrium dendrobatidis</i>, <i>B. salamandrivorans</i> and <i>Ranavirus</i> infections in wild and captive amphibians in Slovenia",journal article,"",57,2021
Assessment,,,200717774,"Cipot M., Lešnik, A.  and Poboljšaj, K.   ",,,,58548,Rana arvalis,,,,,"181, 12",,,,"Zbornik sažetaka, Hrvatski biološki kongres. Hrvatsko biološko društvo.",,,Published,Is population of Moor frog (Rana arvalis) under severe decline in Mura river basin in Slovenia?,conference paper,,,2015
Assessment,,"",200717774,"Poboljšaj, K., Cipot, M. and Lešnik, A","","",,58548,Rana arvalis,"","","","",317–328,"","","",Zeitschrift für Feldherpetologie,"","",Published,Distribution and conservation status of the moor frog (<i>Rana arvalis</i>) in Slovenia,journal article,"",13,2008
Assessment,,,200717774,"Stanković, D. and Cipot, M. ",,,,58548,Rana arvalis,,,2,, 73–88,,,,"Natura Sloveniae, Ljubljana ",,,Published,"Distribution and population size estimation of the moor frog Rana arvalis Nilsson, 1842 in Ljubljansko barje Nature Park, central Slovenia. ",journal article,,16,2014
Assessment,,"",200717774,IUCN,28 October 2024,"",,58548,Rana arvalis,"","",28 October 2024,"","","","","","","","","",The IUCN Red List of Threatened Species. Version 2024-2,electronic source,www.iucnredlist.org,"",2024
Assessment,,,200717774,"Schmidt, B.R., Mermod, M. and Zumbach, S",,,,58548,Rana arvalis,,,,,,,Bundesamt für Umwelt (BAFU),,,,,Published,Rote Liste der Amphibien. Gefährdete Arten der Schweiz,report,,,2023
Assessment,,"",200718410,"Sindaco, R., Doria, G., Razzetti, E. and Bernini, F","","",,58584,Rana dalmatina,"","","","",773,Firenze,Societas Herpetologica Italica - Edizioni Polistampa,"","","","",Published,Atlas of Italian Amphibians and Reptiles\\Atlante Degli Anfibi E Dei Rettili D'Italia,book,"","",2006
Assessment,,,200718410,"Pleguezuelos, J.M., Márquez, R. and Lizana, M.",,,,58584,Rana dalmatina,,,,,pp 584,Madrid,Dirección General de la Conservación de la naturaleza-Associación Herpetológica Española,,,,,,Atlas y Libro Rojo de los Anfibios y Reptiles de España,Book,,,2002
Assessment,,"",200718410,"Szilárd, N. and Csengele, K.","","",,58584,Rana dalmatina,"","","","",3,"","","",FrogLog,"","",Published,Amphibian harvesting in Romania,journal article,"",44,2001
Assessment,,,200718410,"Gosá, A. and Bergerandi, A.",,,,58584,Rana dalmatina,,,46,,109-189,,,,Munibe,,,,Atlas de distribución de los anfibios y reptiles de Navarra,Journal Article,,,1994
Assessment,,"",200718410,"Botnariuc, N. and Tatole, V. (eds)","","",,58584,Rana dalmatina,"","","","","","",Museul National de Istorie Naturala “Grigore antipa”,"","","","",Published,Cartea Rosie a vertebratelor din România,book,"","",2005
Assessment,,,200718410,"Chobot, K. and Něměc, M.",,,,58584,Rana dalmatina,,,,,,,Nature Conservation Agency of the Czech Republic,,,,,Published,Příroda: Červený seznam ohrožených druhů České republiky,book,,,2017
Assessment,,"",200718410,"Stanković, D., Lužnik, M. and Poboljšaj, K","","",,58584,Rana dalmatina,"","","","",32-44,Exeter,Pelagic Publishing,A. Heatwole and J.W. Wilkinson,Amphibian Biology Vol 11. Part 4. Status of Conservation and Decline of Amphibians: Eastern Hemisphere: Southern Europe and Turkey,"","",Published,Conservation and declines of amphibians in Slovenia,book section,"",11,2015
Assessment,,"",200718410,ArtDatabanken,"","",,58584,Rana dalmatina,"","","","","",Stockholm,ArtDatabanken - Swedish Species Information Centre,Swedish Species Information Centre,"","","","",Artfakta 2020 Red List of Swedish Species online database,electronic source,http://artfakta.artdatabanken.se/,"",2020
Assessment,,"",200718410,"Speybroeck, J., Beukema, W., Bok, B., Van Der Voort, J. and Velikov, I","","",,58584,Rana dalmatina,"","","","","",London-New York,Bloomsbury,"","","","",Published,Field Guide to the Amphibians & Reptiles of Britain and Europe,book,"","",2016
Assessment,,"",200718410,"Crnobrnja-Isailović, J., Jovanović, B., Ilić, M., Ćorović, J., Čubrić, T., Stojadinović, D. and Ćosić, N","","",,58584,Rana dalmatina,"","","","",610325,"","","",Frontiers in Ecology and Evolution,"","",Published,Small Hydropower Plants' Proliferation Would Negatively Affect Local Herpetofauna,journal article,"",9,2021
Assessment,,"",200718410,"Heatwole, H. and Wilkinson, J.W","","",,58584,Rana dalmatina,"","","","",158,"Exeter, UK",Pelagic Publishing,"",Amphibian Biology,"","",Published,Status of Conservation and Decline of Amphibians: Eastern Hemisphere. Southern Europe and Turkey,book,"",11,2015
Assessment,,"",200718410,"Baran, İ., Avcı, A., Kumlutaş, Y., Olgun, K. and Ilgaz, Ç","","",,58584,Rana dalmatina,"","","","",223,Ankara,Palme Yayınları,"","","","",Published,Türkiye Amfibi ve Sürüngenleri [The Amphibian and Reptiles of Turkey],book,"",2028,2021
Assessment,,"",200718410,Anonymous,"","",,58584,Rana dalmatina,No. 82/02 and 42/10,"","","","","","","",Official Gazette of the Republic of Slovenia,"","",Published,"Rules on the inclusion of endangered plant and animal species in the Red List, Annex 6: Red list of Amphibians (Amphibia)",report,"","",2010
Assessment,,"",200718410,"Gollmann, G","","",,58584,Rana dalmatina,"","","","",37–60,Wien,Böhlau Verlag,K.P. Zulka,"Rote Listen gefährdeter Tiere Österreichs. Checklisten, Gefährdungsanalysen, Handlungsbedarf. Teil 2: Kriechtiere, Lurche, Fische, Nachtfalter, Weichtiere. (Grüne Reihe des Lebensministeriums 14/2)","","",Published,Rote Liste der in Österreich gefährdeten Lurche (Amphibia) und Kriechtiere (Reptilia),book section,"","",2007
Assessment,,"",200718410,"Kostanjšek, R., Turk, M., Vek, M., Gutiérrez-Aguirre, I. and Gunde-Cimerman, N","","",,58584,Rana dalmatina,"","",1,"",162-166,"","","",Salamandra,"","",Published,"First screening for <i>Batrachochytrium dendrobatidis</i>, <i>B. salamandrivorans</i> and <i>Ranavirus</i> infections in wild and captive amphibians in Slovenia",journal article,"",57,2021
Assessment,,"",200718410,Aarhus Universitet,"","",,58584,Rana dalmatina,"","",14 June 2023,"","",Aurhus: Aarhus Universitet,"","","","","","","Den danske Rødliste, Søg en art",electronic source,https://ecos.au.dk/forskningraadgivning/temasider/redlistframe/om-roedlisten,2023,2019
Assessment,,"",200718410,IUCN,28 October 2024,"",,58584,Rana dalmatina,"","",28 October 2024,"","","","","","","","","",The IUCN Red List of Threatened Species. Version 2024-2,electronic source,www.iucnredlist.org,"",2024
Assessment,,,200718410,"Schmidt, B.R., Mermod, M. and Zumbach, S",,,,58584,Rana dalmatina,,,,,,,Bundesamt für Umwelt (BAFU),,,,,Published,Rote Liste der Amphibien. Gefährdete Arten der Schweiz,report,,,2023
Assessment,,"",200721782,"Sindaco, R., Doria, G., Razzetti, E. and Bernini, F","","",,173101508,Rana temporaria,"","","","",773,Firenze,Societas Herpetologica Italica - Edizioni Polistampa,"","","","",Published,Atlas of Italian Amphibians and Reptiles\\Atlante Degli Anfibi E Dei Rettili D'Italia,book,"","",2006
Assessment,,"",200721782,"Vogrin, N.","","",,173101508,Rana temporaria,"","","","",1-2,"","","",FrogLog,"","",Published,The status of amphibians in Slovenia,journal article,"",20,1997
Assessment,,"",200721782,"Kalezic, M. and Dzukic, G.","","",,173101508,Rana temporaria,"","","","",2-3,"","","",FrogLog,"","",Published,Amphibian status in Serbia and Montenegro (FR Yugoslavia),journal article,"",45,2001
Assessment,,"",200721782,"Arnold, E.N","","",,173101508,Rana temporaria,"","","","",288,"",Princeton University Press,"","","","",Published,Reptiles and Amphibians of Europe,book,"","",2003
Assessment,,,200721782,"Kuzmin, S.L.",,,,173101508,Rana temporaria,,"amphibians, systematics, distribution, ecology, conservation, USSR",,,,Sofia-Moscow,Pensoft,,,,,,The Amphibians of the Former Soviet Union,Book,,,1999
Assessment,,"",200721782,"Kuzmin, S.L.","","",,173101508,Rana temporaria,"","amphibians,  conservation, USSR","","",24-30,"","","",Oryx,"","",Published,Threatened amphibians in the former Soviet Union: the current situation and the main threats,journal article,"",30,1996
Assessment,,"",200721782,"Garanin, V.I.","","",,173101508,Rana temporaria,"","amphibians, systematics, distribution, ecology, conservation, Russia","","",79-132,"","","",Advances in Amphibian Research in the Former Soviet Union,"","",Published,The distribution of amphibians in the Volga-Kama region,journal article,"",5,2000
Assessment,,,200721782,"Bannikov, A.G., Darevsky, I.S., Ishchenko, V.G., Rustamov, A.K. and Szczerbak, N.N.",,,,173101508,Rana temporaria,,"amphibians,  ecology, systematics, distribution, reviews, USSR",,,,Moscow,Prosvechshenie,,,,,,Opredelitel Zemnovodnykh i Presmykayushchikhsya Fauny SSSR [Guide to Amphibians and Reptiles of the USSR Fauna],Book,,,1977
Assessment,,"",200721782,"Kuzmin, S.L., Dodd Jr , C.K. and Pikulik, M.M.","","",,173101508,Rana temporaria,"","amphibians,  conservation, CIS","","","",Moscow,Pensoft,"","","","",Published,Amphibian Populations in the Commonwealth of Independent States: Current Status and Declines,edited book,"","",1995
Assessment,,"",200721782,"Galán, P.","","",,173101508,Rana temporaria,"","","","",286,"",Universidade da Coruña. Servicio de Publicacións. Monografía 72. A Coruña,"","","","",Published,Conservación de la herpetofauna gallega. Situación actual de los anfibios y reptiles de Galicia,book,"","",1999
Assessment,,"",200721782,"Pleguezuelos, J.M. and Villafranca, C.","","",,173101508,Rana temporaria,"","","","",321-334,"","Monografías de Herpetología 3. Universidad de Granada-Asociación Herpetológica Española, Granada",J.M. Pleguezuelos,Distribucion y Biogeografia de los Anfibios y Reptiles en España y Portugal,"","",Published,Distribución altitudinal de la herpetofauna ibérica,book section,"","",1997
Assessment,,,200721782,"Pleguezuelos, J.M., Márquez, R. and Lizana, M.",,,,173101508,Rana temporaria,,,,,pp 584,Madrid,Dirección General de la Conservación de la naturaleza-Associación Herpetológica Española,,,,,,Atlas y Libro Rojo de los Anfibios y Reptiles de España,Book,,,2002
Assessment,,"",200721782,"Pleguezuelos, J.M","","",,173101508,Rana temporaria,"","","","","",Las Palmas de Gran Canarias,Asociacion Herpetologica Española,"","","","",Published,Distribucion y Biogeografia de los Anfibios y Reptiles en España y Portugal,book,"","",1997
Assessment,,"",200721782,"Smit, G.","","",,173101508,Rana temporaria,"","","","",3,"","","",FrogLog,"","",Published,DAPTF-Netherlands Report,journal article,"",28,1998
Assessment,,"",200721782,"Mlynarski, M.","","",,173101508,Rana temporaria,"","","","","",Warszawa,Panstwowe Zaklady Wydawnictw Szkolnych,"","","","",Published,Plazy I Gady Polski,book,"",75,1966
Assessment,,"",200721782,"Arnold, H.R.","","",,173101508,Rana temporaria,"","","","",40,"","","",ITE Research Publication,"","",Published,Atlas of amphibians and reptiles in Britain,journal article,"",10,1995
Assessment,,"",200721782,"Joly, P.","","",,173101508,Rana temporaria,"","",4,"",117-129,"","","",Alytes,"","",Published,The amphibian fauna of the French Upper-Rhône floodplain. The Lavours marsh and Jons sector,journal article,"",10,1992
Assessment,,"",200721782,"Puky, M.","","",,173101508,Rana temporaria,"","","","",413-429,"","Center for Transportation and the Environment, North Carolina State University, USA","L.C. Irwin, P. Garrett and K.P. McDermott","Proceedings of the International Conference on Ecology and Transportation, 26-31 August, 2003, Lake Placid, New York, USA","","",Published,Amphibian mitigation measures in Central-Europe,conference proceedings,"","",2003
Assessment,,"",200721782,"Puky, M.","","",,173101508,Rana temporaria,"","","","",143-158,Sopron,Nyugat-Magyarországi Egyetem Erdõmérnöki Kar,S. Faragó,Gerinces állatfajok védelme (Conservation of vertebrate species),"","",Published,A kétéltûek védelme Magyarországon (Conservation of amphibians in Hungary),book section,"","",2000
Assessment,,,200721782,"Grossenbacher, K.",,,,173101508,Rana temporaria,,,,,33-34,Bern,"BUWAL (Bundesamt für Umwelt, Wald und Landschaft)",BUWAL,Rote Liste der gefährdeten Tierarten in der Schweiz,,,,Rote Liste der gefährdeten Amphibien der Schweiz,Book Section,,,1994
Assessment,,"",200721782,"Puky, M., Schád, P. and Szövényi, G","","",,173101508,Rana temporaria,"","","","",pp. 86,Budapest,Varangy Akciócsoport Egyesület,"","","","",Published,Preliminary herpetological atlas of Hungary,book,"","",2003
Assessment,,"",200721782,"Watson, W.","","",,173101508,Rana temporaria,"","","","",2,"","","",FrogLog,"","",Published,Amphibians and <i>Crassula helmsii</i>,journal article,"",31,1999
Assessment,,"",200721782,"Kovács, T. and Papp, M.","","",,173101508,Rana temporaria,"","","","",2-3,"","","",FrogLog,"","",Published,Breeding pond survey in Hungary: and example of sucessful cooperation,journal article,"",50,2002
Assessment,,"",200721782,"Salvador, A.","","",,173101508,Rana temporaria,"","","","",1-43,"","","",Smithsonian Herpetological Information Service,"","",Published,Amphibians of northwest Africa,journal article,"",109,1996
Assessment,,"",200721782,"Luscher, B., Grossenbacher, K. and Scholl, A.","","",,173101508,Rana temporaria,"","",2,"",141-154,"","","",Amphibia-Reptilia,"","",Published,Genetic differentiation of the common toad (<i>Bufo bufo</i>) in the Swiss Alps,journal article,"",22,2001
Assessment,,"",200721782,"Cooke, A.S.","","",,173101508,Rana temporaria,"","","","",161,"","","",Journal of Zoology,"","",Published,Indications of recent changes in status in British Isles of frog (<i>Rana temporaria</i>) and toad (<i>Bufo bufo</i>),journal article,"",167,1972
Assessment,,"",200721782,"Cooke, A.S. and Oldham, R.S.","","",,173101508,Rana temporaria,"","","","",173-180,"","","",Herpetological Journal,"","",Published,"Establishment of populations of the common frog, <i>Rana temporaria</i>, and common toad, <i>Bufo bufo</i>, in a newly created reserve following translocation",journal article,"",5,1995
Assessment,,"",200721782,"Cooke, A.S.","","",,173101508,Rana temporaria,"","","","",29-38,"","","",Journal of Zoology,"","",Published,Spawn site selection and colony size of the frog (<i>Rana temporaria</i>) and the toad (<i>Bufo bufo</i>),journal article,"",175,1975
Assessment,,"",200721782,"Szilárd, N. and Csengele, K.","","",,173101508,Rana temporaria,"","","","",3,"","","",FrogLog,"","",Published,Amphibian harvesting in Romania,journal article,"",44,2001
Assessment,,"",200721782,"Dubois, A.","","",,173101508,Rana temporaria,"","",4,"",56-70,"","","",Alytes,"","",Published,"Notes sur les grenouilles brunes (Groupe de <i>Rana temporaria</i> Linne, 1758). I. Introduction",journal article,"",1,1982
Assessment,,"",200721782,"Veith, M.,  Kosuch, J. and Vences, M.","","",,173101508,Rana temporaria,"","","","",310-327,"","","",Molecular Phylogenetics and Evolution,"","",Published,"Climatic oscillations triggered post-Messinian speciation of Western Palearctic brown frogs (Amphibia, Anura, Ranidae)",journal article,"",26,2003
Assessment,,"",200721782,"Galán, P.","","",,173101508,Rana temporaria,"","","","",193-209,"","","",Treballs de la Societat Catalana d'Ictiologia y Herpetologia,"","",Published,"Diferenciación morfológica y selección de hábitats en las ranas pardas del noroeste iberica: <i>Rana iberica</i> Boulenger, 1879 y <i>Rana temporaria parvipalmata</i> Seoane, 1885",journal article,"",2,1989
Assessment,,"",200721782,"Mensi, P., Lattes, A., Macario, B., Salvidio, S., Giacoma, C. and Balletto, E.","","",,173101508,Rana temporaria,"","","","",293-311,"","","",Zoological Journal of the Linnean Society,"","",Published,Taxonomy and evolution of European brown frogs,journal article,"",104,1992
Assessment,,"",200721782,"Cunningham, A.A., Langton, T.E.S., Bennett, P.M.B., Lewin, J.F., Drury, S.E.N., Gough, R.E. and Macgregor, S.K.","","",,173101508,Rana temporaria,"","","","",1539-1557,"","","","Philosophical Transactions of the Royal Society, London: Biological Sciences.","","",Published,Pathological and microbiological findings from incidents of unusual mortality of the common frog (<i>Rana temporaria</i>),journal article,"",351,1996
Assessment,,"",200721782,"Viertel, B.","","",,173101508,Rana temporaria,"","",2,"",161-171,"","","",Amphibia-Reptilia,"","",Published,"Salt tolerance of Rana temporaria: spawning site selection and survival during embryonic development (Amphibia, Anura)",journal article,"",20,1999
Assessment,,"",200721782,"Miaud, C., Guyétant, R. and Elmberg, J.","","",,173101508,Rana temporaria,"","","","",61-73,"","","",Journal of Zoology,"","",Published,"Variations in life-history traits in the Common frog <i>Rana temporaria</i> (Amphibia, Anura): a literature review and new data from the French Alps",journal article,"",249,1999
Assessment,,"",200721782,"Gerlach, G. and Bally, A.","","",,173101508,Rana temporaria,"","","","",2,"","","",FrogLog,"","",Published,Mass mortality of the common frog (<i>Rana temporaria</i>) in northern Switzerland,journal article,"",6,1992
Assessment,,"",200721782,"Halliday, T.","","",,173101508,Rana temporaria,"","","","",6-7,"","","",FrogLog,"","",Published,Recent studies of European frogs reveal complexities of the link with UV-B,journal article,"",48,2001
Assessment,,"",200721782,"Vershinin, V.L.","","",,173101508,Rana temporaria,"","","","",3,"","","",FrogLog,"","",Published,Report from the Urals,journal article,"",21,1997
Assessment,,"",200721782,"Loman, J.","","",,173101508,Rana temporaria,"","",19,"",1-28,"","","",Skåne i utveckling,"","",Published,Inventering av vanlig groda och åkergroda i Skåne 2002,journal article,"",2003,2003
Assessment,,"",200721782,"Meyer, A.H., Schmidt, B.R. and Grossenbacher, K.","","",,173101508,Rana temporaria,"","","","",523-528,"","","",Proceedings of the Royal Society of London. B.,"","",Published,Analysis of three amphibian populations with quarter-century long time-series,journal article,"",265,1998
Assessment,,"",200721782,"Veith, M., Vences, M., Vieites, D.R., Nieto-Roman, S. and Palanca, A.","","",,173101508,Rana temporaria,"","",2,"",307-318,"","","",Folia Zoologica,"","",Published,"Genetic differentiation and population structure within the Spanish common frogs (<i>Rana temporaria</i> complex; Ranidae, Amphibia)",journal article,"",51,2002
Assessment,,"",200721782,"Cooke, A.S.","","",,173101508,Rana temporaria,"","","","",12-15,"","","",Herpetological Bulletin,"","",Published,Monitoring a breeding population of Common Toads (<i>Bufo bufo</i>) in a housing development,journal article,"",74,2000
Assessment,,"",200721782,"Denton, J.","","",,173101508,Rana temporaria,"","","","",30,"","","",Herpetological Bulletin,"","",Published,<i>Rana temporaria</i> (Common Frog): Occurrence in ground water springs,journal article,"",76,2001
Assessment,,"",200721782,"Cunningham, A.A., Langton, T.E., Bennett, P.M., Drury, S.E., Gough, R.E. and Kirkwood, J.K.","","",,173101508,Rana temporaria,"","",6,"",141-2,"","","",Veterinary Record,"","",Published,Unusual mortality associated with poxvirus-like particles in frogs (<i>Rana temporaria</i>),journal article,"",133,1993
Assessment,,"",200721782,"Dubois, A.","","",,173101508,Rana temporaria,"","",4,"",117-124,"","","",Alytes,"","",Published,"Notes sur les grenouilles brunes (Groupe de <i>Rana temporaria</i> Linné, 1758). III. Un critere meconnu pour distinguer <i>Rana dalmatina</i> de <i>Rana temporaria</i>",journal article,"",3,1984
Assessment,,"",200721782,"Vences, M., Galán, P., Palanca, A., Vieites, D.R., Nieto, S. and Rey, J.","","",,173101508,Rana temporaria,"","",2,"",49-56,"","","",Herpetological Journal,"","",Published,Summer microhabitat use and diel activity cycles in a high altitude Pyrenean population of <i>Rana temporaria</i>,journal article,"",10,2000
Assessment,,"",200721782,"Gosá, A.","","",,173101508,Rana temporaria,"","","","",59-71,"","","",Munibe,"","",Published,El declive de una población costera cantábrica de rana bermeja (<i>Rana temporaria</i>),journal article,"",50,1998
Assessment,,"",200721782,"Cooke, A.S.","","",,173101508,Rana temporaria,"","",1,"",87-90,"","","",Amphibia-Reptilia,"","",Published,"Road mortality of common toads (<i>Bufo bufo</i>) near a breeding site, 1974-1994",journal article,"",16,1995
Assessment,,"",200721782,"Severtsov, A.S., Lyapkov, S.M. and Surova, G.S.","","",,173101508,Rana temporaria,"","Rana arvalis, ecological niches","","",279-301,"","","",Zhurnal Obshchei Biologii,"","",Published,Relationships of the ecological niches in <i>Rana temporaria</i> and <i>Rana arvalis</i>,journal article,"",59,1998
Assessment,,"",200721782,"Schabetsberger, R., Langer, H., Jersabek, C.D. and Goldschmid, A.","","",,173101508,Rana temporaria,"","",3/4,"",187-191,"","","",Herpetozoa,"","",Published,"On age structure and longevity in two populations of <i>Bufo bufo</i> (Linnaeus, 1758), at high altitude breeding sites in Austria (Anura: Bufonidae)",journal article,"",13,2000
Assessment,,"",200721782,"Gerlach, G. and Bally, A.","","",,173101508,Rana temporaria,"","","","",1-82,"","","",Schriftenreihe Umwelt - Natur und Landschaft,"","",Published,Das Grasfroschsterben in der Nord-Schweiz,journal article,"",192,1992
Assessment,,"",200721782,"Vences, M., Palanca Soler, A., Rodriguez Vieites, D. and Nieto Roman, S.","","",,173101508,Rana temporaria,"",Rana aragonensis frog Spain Pyrenees,3/4,"",129-134,"","","",Herpetozoa,"","",Published,"Designation and description of a lectotype of <i>Rana aragonensis</i> Palanca Soler <i>et al</i>., 1995",journal article,"",30,1997
Assessment,,"",200721782,"Korky, J.K. and Webb, R.G.","","",,173101508,Rana temporaria,"","","","",18-29,"","","",Bulletin of the Irish Biogeographical Society,"","",Published,"Breeding habits of the common frog, <i>Rana temporaria</i> L. (Anura: Ranidae) in the Republic of Ireland",journal article,"",16,1993
Assessment,,"",200721782,"Pidancier, N., Gauthier, P., Miquel, C. and Pompanon, F.","","",,173101508,Rana temporaria,"","",3,"",304,"","","",Molecular Ecology Notes,"","",Published,"Polymorphic microsatellite DNA loci identified in the common frog (<i>Rana temporaria</i>, Amphibia, Ranidae)",journal article,"",2,2002
Assessment,,"",200721782,"Botnariuc, N. and Tatole, V. (eds)","","",,173101508,Rana temporaria,"","","","","","",Museul National de Istorie Naturala “Grigore antipa”,"","","","",Published,Cartea Rosie a vertebratelor din România,book,"","",2005
Assessment,,"",200721782,"Capula, M. and Bagnoli, C.","","",,173101508,Rana temporaria,"","","","",333-344,"","","",Bollettino del Museo Civico di Storia Naturale di Verona,"","",Published,Il <i>Triturus alpestris</i> (Laurenti) e la <i>Rana temporaria</i> L. nell'Appennino centrale,journal article,"",9,1982
Assessment,,"",200721782,"Kuzmin, S.L.","","",,173101508,Rana temporaria,"","amphibians, systematics, distribution, ecology, conservation, USSR","","","",Magdeburg - Heidelberg,Westarp – Spektrum,"","","","",Published,Die Amphibien Russlands und Angrenzender Gebiete,book,"","",1995
Assessment,,"",200721782,"Dely, G.","","",,173101508,Rana temporaria,"","","","","",Budapest,Ákadémiai Kiadó,"","","","",Published,"Kétéltűek-Amphibia: Magyarország Állatvilága, Faunae Hungariae",book,"","",1967
Assessment,,"",200721782,"Gasc, J.P., Cabela, A., Crnobrnja-Isailovic, J., Dolmen, D., Grossenbacher, K., Haffner, P., Lescure, J., Martens, H., Martinez Rica, J.P., Maurin, R., Oliveira, M.E., Sofianidou, T.S., Veith, M. and Zuiderwijk, A.","","",,173101508,Rana temporaria,"",Europe herpetology frog newt lizard snake salamander,"","",494,Paris,Societas Europea Herpetologica & Museum National d'Histoire Naturelle,"Gasc, J.-P. et al.","","","",Published,Atlas of Amphibians and Reptiles in Europe,book,"","",1997
Assessment,,"",200721782,"Arano, B., Esteban, M. and Herrero, P.","","",,173101508,Rana temporaria,"","",2,"",49-57,"","","",Annales des Sciences Naturelles – Zoologie et Biologie animale,"","",Published,Evolutionary divergence of the Iberian brown frogs,journal article,"",14,1993
Assessment,,"",200721782,"Legakis, A. and Maragkou, P","","",,173101508,Rana temporaria,"","","","",1-528,Athens,Hellenic Zoological Society [in Greek],"","","","",Published,The Red Data Book of Threatened Animals of Greece,edited book,"","",2009
Assessment,,"",200721782,"Frost, D.R.","","",,173101508,Rana temporaria,"","","","","","American Museum of Natural History, New York, USA.",American Museum of Natural History,"","","","","",Amphibian Species of the World: an Online Reference. Version 6.0,electronic source,http://research.amnh.org/herpetology/amphibia/index.html,"",2020
Assessment,,,200721782,"Chobot, K. and Něměc, M.",,,,173101508,Rana temporaria,,,,,,,Nature Conservation Agency of the Czech Republic,,,,,Published,Příroda: Červený seznam ohrožených druhů České republiky,book,,,2017
Assessment,,"",200721782,"Stanković, D., Lužnik, M. and Poboljšaj, K","","",,173101508,Rana temporaria,"","","","",32-44,Exeter,Pelagic Publishing,A. Heatwole and J.W. Wilkinson,Amphibian Biology Vol 11. Part 4. Status of Conservation and Decline of Amphibians: Eastern Hemisphere: Southern Europe and Turkey,"","",Published,Conservation and declines of amphibians in Slovenia,book section,"",11,2015
Assessment,,"",200721782,"Dufresnes, C., Nicieza, A.G., Litvinchuk, S.N., Rodriques, N., Jefferies, D.L., Vences, M., Perrin, N. and Martinez-Solano, I.","","",,173101508,Rana temporaria,"","",29,"",986-1000,"","","",Molecular Ecology,"","",Published,Are glacial refugia hotspots of speciation and cytonuclear discordances? Answers from the genomic phylogeography of Spanish common frogs,journal article,"",2020,2020
Assessment,,"",200721782,"Đug, S., Hasanbegović, A. and Drešković, N.","","",,173101508,Rana temporaria,"","","","",70,Sarajevo,Federalno ministarstvo okoliša i turizma,"","","","",Published,Crvena lista gljiva Federacije Bosne i Hercegovine,book,"",Knjiga 4,2013
Assessment,,"",200721782,"Kalezić, M., Tomović, L. and ǅukić, G.","","",,173101508,Rana temporaria,"","","","","",Belgrade,Planeta Print,"","","","",Published,Red Book of fauna of Serbia I – Amphibians,book,"","",2015
Assessment,,"",200721782,"Crnobrnja-Isailović, J., Jovanović, B., Ilić, M., Ćorović, J., Čubrić, T., Stojadinović, D. and Ćosić, N","","",,173101508,Rana temporaria,"","","","",610325,"","","",Frontiers in Ecology and Evolution,"","",Published,Small Hydropower Plants' Proliferation Would Negatively Affect Local Herpetofauna,journal article,"",9,2021
Assessment,,"",200721782,"Halpern, B., Harmos, K. and Vörös, J","","",,173101508,Rana temporaria, 5956/2019,"","","","","Budapest, Hungary",Report by Természet Szolgálatában Alapítvány to Balaton-felvidéki National Park Directorate,"","","","",Published,"IUCN kritériumoknak megfelelő értékelés a hazánkban előforduló kétéltű- és hüllőfajokra. (Conservation status assessment of amphibian and reptile species of Hungary, using IUCN criteria)",report,"","",2019
Assessment,,"",200721782,"Reshetnikov, A.N","","",,173101508,Rana temporaria,"","",4,"",352-361,"","","",Zhurnal obshchey biologii,"","",Published,Influence of introduced fish <i>Perccottus glenii</i> (Odontobutidae) on amphibians in small waterbodies of Moscow region,journal article,"",62,2001
Assessment,,"",200721782,Anonymous,"","",,173101508,Rana temporaria,No. 82/02 and 42/10,"","","","","","","",Official Gazette of the Republic of Slovenia,"","",Published,"Rules on the inclusion of endangered plant and animal species in the Red List, Annex 6: Red list of Amphibians (Amphibia)",report,"","",2010
Assessment,,"",200721782,"Gollmann, G","","",,173101508,Rana temporaria,"","","","",37–60,Wien,Böhlau Verlag,K.P. Zulka,"Rote Listen gefährdeter Tiere Österreichs. Checklisten, Gefährdungsanalysen, Handlungsbedarf. Teil 2: Kriechtiere, Lurche, Fische, Nachtfalter, Weichtiere. (Grüne Reihe des Lebensministeriums 14/2)","","",Published,Rote Liste der in Österreich gefährdeten Lurche (Amphibia) und Kriechtiere (Reptilia),book section,"","",2007
